1 0 5
1 0 5
4 0 5
10 0 5
20 0 5
34 0 5
50 1 5
41 0 5
41 1 5
42 1 5
32 1 5
25 0 5
20 0 5
14 1 5
14 1 5
17 1 5
14 1 5
13 1 5
5 0 6
1 0 6
1 0 6
4 0 6
8 0 6
17 0 6
26 0 6
41 1 6
45 0 6
49 0 6
52 0 6
50 1 6
38 0 6
35 0 6
30 1 6
18 1 6
14 0 6
10 1 6
8 1 6
8 0 6
10 1 6
8 0 6
4 0 7
1 0 7
1 0 7
2 0 7
4 0 7
6 0 7
14 0 7
25 0 7
34 0 7
45 0 7
40 0 7
45 0 7
40 0 7
33 0 7
40 0 7
35 1 7
33 1 7
21 0 7
12 0 7
5 1 7
4 0 7
2 0 7
1 0 7
1 1 8
5 0 8
8 0 8
13 0 8
19 1 8
19 1 8
18 1 8
16 0 8
17 1 8
25 0 8
37 1 8
38 1 8
26 0 8
34 1 8
29 1 8
26 1 8
24 1 8
27 1 8
17 1 8
9 0 8
3 0 8
1 0 8
1 0 8
5 0 8
13 0 8
24 1 8
26 0 8
26 1 8
29 0 8
34 0 8
41 0 8
38 0 8
50 0 8
43 0 8
38 0 8
45 0 8
44 0 8
46 1 8
29 0 8
17 0 8
8 0 8
4 0 8
1 0 8
1 0 8
5 0 8
11 1 8
8 0 8
9 1 8
11 1 8
12 0 8
14 1 8
13 1 8
13 0 8
9 0 8
6 0 8
5 0 8
4 0 9
4 0 9
3 0 9
6 0 9
8 0 9
8 0 9
13 0 9
17 0 9
24 0 9
29 0 9
30 0 9
38 0 9
44 0 9
45 0 9
49 0 9
52 0 9
56 1 9
52 0 9
50 0 9
45 1 9
29 0 9
25 0 9
14 0 9
9 0 9
4 0 9
2 0 9
1 0 9
1 0 9
2 0 9
5 0 9
10 1 9
17 0 9
19 0 9
24 1 9
14 1 9
9 1 9
4 1 9
2 0 9
3 1 9
8 1 9
4 1 9
5 0 9
5 0 9
5 1 9
6 1 9
